Ship_Mode,Segment,State,Region,Category,Sub_Category,Sales,Discount,Profit,Discount_%
Second Class,Consumer,North Carolina,South,Technology,Accessories,79.992,0.2,21.9978,0.1-0.4%
Standard Class,Consumer,Massachusetts,East,Furniture,Tables,700.056,0.3,-130.0104,0.1-0.4%
Standard Class,Home Office,Texas,Central,Technology,Accessories,27.168,0.2,-1.3584,0.1-0.4%
Standard Class,Consumer,Florida,South,Office Supplies,Binders,8.226,0.7,-6.0324,0.5-0.8%
Standard Class,Consumer,Washington,West,Furniture,Chairs,585.552,0.2,73.194,0.1-0.4%
Second Class,Consumer,California,West,Office Supplies,Storage,423.28,0,110.0528,0%
Standard Class,Consumer,California,West,Furniture,Chairs,225.296,0.2,22.5296,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Art,5.56,0,2.224,0%
Standard Class,Consumer,California,West,Technology,Accessories,323.37,0,129.348,0%
Standard Class,Consumer,California,West,Technology,Phones,783.96,0.2,68.5965,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Appliances,1447.65,0,419.8185,0%
Standard Class,Consumer,California,West,Office Supplies,Paper,11.96,0,5.8604,0%
Second Class,Consumer,New York,East,Technology,Accessories,239.97,0,71.991,0%
Standard Class,Home Office,Georgia,South,Furniture,Furnishings,76.92,0,31.5372,0%
Standard Class,Home Office,Georgia,South,Office Supplies,Storage,481.32,0,125.1432,0%
First Class,Home Office,Utah,West,Office Supplies,Paper,48.4,0,23.232,0%
First Class,Home Office,California,West,Technology,Accessories,0.99,0,0.4356,0%
First Class,Home Office,California,West,Office Supplies,Binders,101.84,0.2,36.917,0.1-0.4%
Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,10.332,0.7,-7.5768,0.5-0.8%
Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,31.155,0.7,-23.8855,0.5-0.8%
Standard Class,Home Office,Pennsylvania,East,Office Supplies,Storage,8.928,0.2,0.6696,0.1-0.4%
First Class,Consumer,Pennsylvania,East,Office Supplies,Appliances,34.384,0.2,3.8682,0.1-0.4%
First Class,Consumer,Pennsylvania,East,Office Supplies,Appliances,1924.16,0.2,312.676,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Appliances,32.192,0.8,-80.48,0.5-0.8%
Standard Class,Consumer,Texas,Central,Technology,Accessories,50.12,0.2,-0.6265,0.1-0.4%
Standard Class,Consumer,Texas,Central,Technology,Accessories,47.976,0.2,1.7991,0.1-0.4%
Standard Class,Consumer,Wisconsin,Central,Office Supplies,Storage,54.5,0,14.17,0%
First Class,Consumer,Florida,South,Furniture,Furnishings,19.104,0.2,5.7312,0.1-0.4%
Standard Class,Consumer,Michigan,Central,Office Supplies,Binders,49.44,0,24.2256,0%
Standard Class,Home Office,Ohio,East,Office Supplies,Paper,10.368,0.2,3.6288,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Storage,154.44,0,1.5444,0%
Standard Class,Corporate,Colorado,West,Office Supplies,Appliances,60.984,0.2,4.5738,0.1-0.4%
Second Class,Consumer,California,West,Furniture,Bookcases,195.466,0.15,-13.7976,0.1-0.4%
Standard Class,Corporate,Florida,South,Furniture,Furnishings,23.68,0.2,6.216,0.1-0.4%
Standard Class,Corporate,Florida,South,Technology,Accessories,2.376,0.2,0.7425,0.1-0.4%
First Class,Consumer,New York,East,Office Supplies,Labels,59.2,0,29.6,0%
Standard Class,Consumer,Minnesota,Central,Office Supplies,Art,22,0,9.68,0%
Standard Class,Consumer,Michigan,Central,Technology,Phones,257.98,0,74.8142,0%
Standard Class,Corporate,Pennsylvania,East,Technology,Phones,23.988,0.4,-15.992,0.1-0.4%
Standard Class,Corporate,Ohio,East,Technology,Phones,23.976,0.4,-15.5844,0.1-0.4%
First Class,Home Office,California,West,Furniture,Chairs,601.536,0.2,0,0.1-0.4%
First Class,Home Office,California,West,Office Supplies,Fasteners,7.9,0,2.528,0%
Standard Class,Corporate,Texas,Central,Furniture,Furnishings,58.36,0.6,-24.803,0.5-0.8%
Standard Class,Corporate,Texas,Central,Office Supplies,Art,16.464,0.2,1.4406,0.1-0.4%
Standard Class,Corporate,Texas,Central,Furniture,Furnishings,39.96,0.6,-23.976,0.5-0.8%
First Class,Corporate,Nebraska,Central,Office Supplies,Appliances,25.96,0,7.5284,0%
First Class,Corporate,Nebraska,Central,Office Supplies,Appliances,36.27,0,10.881,0%
First Class,Corporate,Nebraska,Central,Office Supplies,Paper,6.48,0,3.1104,0%
Standard Class,Corporate,California,West,Technology,Phones,1075.088,0.2,94.0702,0.1-0.4%
Standard Class,Corporate,California,West,Technology,Phones,438.368,0.2,38.3572,0.1-0.4%
Standard Class,Corporate,California,West,Office Supplies,Binders,18.088,0.2,6.5569,0.1-0.4%
Standard Class,Corporate,California,West,Furniture,Bookcases,308.499,0.15,-18.147,0.1-0.4%
Standard Class,Consumer,Arkansas,South,Office Supplies,Art,13.36,0,4.1416,0%
Standard Class,Consumer,Arkansas,South,Office Supplies,Paper,39.96,0,18.7812,0%
Standard Class,Consumer,Arkansas,South,Office Supplies,Binders,145.85,0,70.008,0%
First Class,Corporate,Florida,South,Technology,Phones,783.96,0.2,78.396,0.1-0.4%
First Class,Consumer,Oregon,West,Office Supplies,Art,7.88,0.2,1.773,0.1-0.4%
Standard Class,Consumer,New Mexico,West,Furniture,Furnishings,41.37,0,17.3754,0%
Standard Class,Consumer,California,West,Office Supplies,Paper,12.84,0,5.778,0%
Standard Class,Consumer,California,West,Office Supplies,Paper,25.68,0,11.556,0%
Standard Class,Consumer,Texas,Central,Furniture,Chairs,47.516,0.3,-2.0364,0.1-0.4%
Second Class,Consumer,Washington,West,Office Supplies,Fasteners,9.42,0,0.471,0%
Second Class,Consumer,Washington,West,Office Supplies,Paper,12.96,0,6.2208,0%
Second Class,Consumer,Washington,West,Furniture,Bookcases,704.9,0,56.392,0%
Second Class,Consumer,Washington,West,Furniture,Chairs,561.568,0.2,28.0784,0.1-0.4%
Second Class,Home Office,Wisconsin,Central,Office Supplies,Paper,179.82,0,84.5154,0%
Second Class,Home Office,Wisconsin,Central,Furniture,Furnishings,185.58,0,76.0878,0%
Second Class,Home Office,Wisconsin,Central,Furniture,Tables,214.11,0,36.3987,0%
Second Class,Home Office,Wisconsin,Central,Technology,Accessories,999.96,0,229.9908,0%
Second Class,Home Office,Wisconsin,Central,Furniture,Tables,653.55,0,111.1035,0%
Standard Class,Home Office,Massachusetts,East,Office Supplies,Binders,114.6,0,51.57,0%
Standard Class,Home Office,Massachusetts,East,Furniture,Chairs,60.74,0,15.185,0%
Standard Class,Home Office,Massachusetts,East,Furniture,Furnishings,124.36,0,27.3592,0%
Standard Class,Home Office,Massachusetts,East,Office Supplies,Storage,1088.76,0,315.7404,0%
First Class,Consumer,California,West,Office Supplies,Binders,6.72,0.2,2.352,0.1-0.4%
First Class,Consumer,California,West,Furniture,Tables,298.776,0.2,7.4694,0.1-0.4%
Standard Class,Consumer,California,West,Technology,Phones,302.376,0.2,22.6782,0.1-0.4%
First Class,Consumer,Texas,Central,Office Supplies,Art,8.928,0.2,0.558,0.1-0.4%
First Class,Consumer,Texas,Central,Office Supplies,Storage,47.584,0.2,-2.974,0.1-0.4%
Standard Class,Home Office,Texas,Central,Office Supplies,Paper,33.792,0.2,10.56,0.1-0.4%
Standard Class,Home Office,Texas,Central,Furniture,Bookcases,300.5328,0.32,-97.2312,0.1-0.4%
Standard Class,Home Office,Texas,Central,Office Supplies,Binders,2.724,0.8,-4.3584,0.5-0.8%
Standard Class,Home Office,Texas,Central,Office Supplies,Envelopes,3.264,0.2,1.1016,0.1-0.4%
First Class,Consumer,Ohio,East,Office Supplies,Paper,108.336,0.2,37.9176,0.1-0.4%
First Class,Consumer,Ohio,East,Office Supplies,Storage,55.92,0.2,6.291,0.1-0.4%
First Class,Consumer,Ohio,East,Office Supplies,Paper,78.304,0.2,29.364,0.1-0.4%
Standard Class,Consumer,Oregon,West,Office Supplies,Storage,443.92,0.2,-94.333,0.1-0.4%
Standard Class,Consumer,Oregon,West,Technology,Phones,155.976,0.2,54.5916,0.1-0.4%
Second Class,Corporate,Alabama,South,Office Supplies,Art,15.47,0,4.1769,0%
Second Class,Corporate,Alabama,South,Office Supplies,Binders,7.16,0,3.4368,0%
Standard Class,Consumer,California,West,Office Supplies,Appliances,10.89,0,2.8314,0%
Standard Class,Consumer,California,West,Office Supplies,Paper,19.44,0,9.3312,0%
Standard Class,Consumer,California,West,Office Supplies,Binders,121.6,0.2,39.52,0.1-0.4%
First Class,Consumer,Florida,South,Technology,Machines,695.7,0.5,-27.828,0.5-0.8%
Second Class,Corporate,New York,East,Office Supplies,Storage,120.33,0,31.2858,0%
Standard Class,Home Office,Virginia,South,Furniture,Chairs,1139.92,0,284.98,0%
Second Class,Consumer,North Carolina,South,Office Supplies,Paper,229.544,0.2,83.2097,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Storage,143.728,0.2,-32.3388,0.1-0.4%
Standard Class,Consumer,Pennsylvania,East,Technology,Accessories,36.048,0.2,-0.9012,0.1-0.4%
Standard Class,Corporate,Illinois,Central,Furniture,Chairs,845.488,0.3,-12.0784,0.1-0.4%
First Class,Consumer,Massachusetts,East,Office Supplies,Art,50.94,0,14.2632,0%
Standard Class,Home Office,Illinois,Central,Office Supplies,Binders,762.594,0.8,-1143.891,0.5-0.8%
Standard Class,Corporate,Georgia,South,Furniture,Furnishings,56.28,0,15.7584,0%
Standard Class,Corporate,Georgia,South,Office Supplies,Binders,2690.97,0,1264.7559,0%
Standard Class,Corporate,Florida,South,Office Supplies,Binders,7.434,0.7,-5.6994,0.5-0.8%
First Class,Corporate,Pennsylvania,East,Office Supplies,Storage,64.784,0.2,-12.9568,0.1-0.4%
Standard Class,Home Office,Indiana,Central,Office Supplies,Paper,28.16,0,13.2352,0%
Second Class,Consumer,New York,East,Furniture,Furnishings,14.98,0,6.8908,0%
Second Class,Consumer,New York,East,Furniture,Furnishings,20.32,0,6.9088,0%
Same Day,Corporate,Massachusetts,East,Office Supplies,Storage,40.29,0,10.4754,0%
Standard Class,Consumer,South Dakota,Central,Office Supplies,Labels,20.23,0,9.5081,0%
First Class,Corporate,California,West,Furniture,Chairs,1603.136,0.2,100.196,0.1-0.4%
Second Class,Consumer,North Carolina,South,Furniture,Chairs,225.296,0.2,22.5296,0.1-0.4%
Standard Class,Consumer,Georgia,South,Technology,Accessories,67.8,0,4.068,0%
Standard Class,Consumer,Georgia,South,Technology,Phones,377.97,0,98.2722,0%
Standard Class,Consumer,Georgia,South,Furniture,Bookcases,1628.82,0,374.6286,0%
Standard Class,Consumer,Georgia,South,Office Supplies,Paper,286.93,0,140.5957,0%
Standard Class,Consumer,Florida,South,Office Supplies,Paper,20.736,0.2,7.2576,0.1-0.4%
Same Day,Consumer,California,West,Office Supplies,Storage,31.44,0,8.4888,0%
Same Day,Consumer,California,West,Office Supplies,Appliances,83.79,0,22.6233,0%
Same Day,Consumer,California,West,Office Supplies,Art,59.52,0,15.4752,0%
Same Day,Consumer,California,West,Office Supplies,Supplies,31.92,0,9.2568,0%
Second Class,Consumer,Ohio,East,Office Supplies,Supplies,14.72,0.2,-3.312,0.1-0.4%
Second Class,Consumer,Ohio,East,Office Supplies,Storage,38.976,0.2,-2.436,0.1-0.4%
Standard Class,Consumer,Florida,South,Furniture,Furnishings,17.088,0.2,1.068,0.1-0.4%
Standard Class,Corporate,Arizona,West,Office Supplies,Paper,74.352,0.2,23.235,0.1-0.4%
Standard Class,Corporate,Arizona,West,Furniture,Chairs,314.352,0.2,-35.3646,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Art,4.26,0,1.7466,0%
Standard Class,Consumer,California,West,Office Supplies,Storage,811.28,0,24.3384,0%
First Class,Consumer,New York,East,Office Supplies,Fasteners,6.03,0,2.9547,0%
Second Class,Consumer,California,West,Furniture,Chairs,153.568,0.2,-5.7588,0.1-0.4%
Second Class,Consumer,California,West,Furniture,Chairs,1013.488,0.2,76.0116,0.1-0.4%
Standard Class,Home Office,New Jersey,East,Office Supplies,Envelopes,52.34,0,24.5998,0%
Standard Class,Home Office,New Jersey,East,Office Supplies,Art,4.66,0,1.3514,0%
Standard Class,Home Office,New Jersey,East,Technology,Accessories,254.97,0,91.7892,0%
Second Class,Home Office,New Jersey,East,Office Supplies,Binders,25.44,0,12.72,0%
Second Class,Home Office,New Jersey,East,Office Supplies,Supplies,27.93,0,8.0997,0%
Standard Class,Consumer,Illinois,Central,Office Supplies,Binders,8.85,0.8,-13.7175,0.5-0.8%
Second Class,Consumer,California,West,Furniture,Furnishings,6.96,0,2.2272,0%
Standard Class,Consumer,California,West,Office Supplies,Binders,17.456,0.2,5.8914,0.1-0.4%
Standard Class,Consumer,Arizona,West,Furniture,Chairs,307.92,0.2,-34.641,0.1-0.4%
First Class,Consumer,California,West,Office Supplies,Art,6.63,0,1.7901,0%
First Class,Consumer,California,West,Office Supplies,Paper,12.96,0,6.2208,0%
First Class,Consumer,California,West,Office Supplies,Paper,32.4,0,15.552,0%
Standard Class,Corporate,Washington,West,Office Supplies,Paper,23.85,0,10.7325,0%
Second Class,Consumer,Louisiana,South,Furniture,Chairs,51.96,0,12.99,0%
Second Class,Consumer,Louisiana,South,Office Supplies,Binders,17.94,0,8.6112,0%
Standard Class,Corporate,New York,East,Office Supplies,Paper,11.56,0,5.6644,0%
Standard Class,Corporate,New York,East,Office Supplies,Paper,26.4,0,11.88,0%
Standard Class,Corporate,New York,East,Furniture,Furnishings,69.08,0,29.0136,0%
Standard Class,Corporate,New York,East,Technology,Phones,35.88,0,10.0464,0%
Standard Class,Consumer,New York,East,Office Supplies,Art,49.65,0,20.853,0%
Standard Class,Corporate,North Carolina,South,Technology,Copiers,959.968,0.2,119.996,0.1-0.4%
Standard Class,Consumer,Texas,Central,Furniture,Chairs,408.422,0.3,-5.8346,0.1-0.4%
Standard Class,Consumer,New York,East,Technology,Copiers,479.984,0.2,59.998,0.1-0.4%
Standard Class,Consumer,New York,East,Office Supplies,Labels,12.6,0,6.048,0%
Standard Class,Home Office,Georgia,South,Office Supplies,Paper,184.66,0,84.9436,0%
Standard Class,Consumer,Illinois,Central,Office Supplies,Paper,23.12,0.2,8.381,0.1-0.4%
Standard Class,Corporate,Illinois,Central,Office Supplies,Paper,37.464,0.2,12.1758,0.1-0.4%
Standard Class,Corporate,Illinois,Central,Furniture,Chairs,539.658,0.3,-7.7094,0.1-0.4%
Standard Class,Home Office,Washington,West,Office Supplies,Storage,310.12,0,80.6312,0%
Standard Class,Consumer,Minnesota,Central,Office Supplies,Paper,8.56,0,3.852,0%
Standard Class,Consumer,Minnesota,Central,Office Supplies,Storage,52.4,0,14.148,0%
Standard Class,Consumer,Minnesota,Central,Office Supplies,Labels,14.94,0,6.8724,0%
Standard Class,Consumer,Washington,West,Office Supplies,Fasteners,11.22,0,0.2244,0%
Standard Class,Consumer,Florida,South,Office Supplies,Appliances,387.136,0.2,24.196,0.1-0.4%
Standard Class,Consumer,New York,East,Office Supplies,Envelopes,41.4,0,19.458,0%
Standard Class,Consumer,New York,East,Office Supplies,Art,35,0,10.5,0%
Standard Class,Consumer,New York,East,Office Supplies,Binders,39.552,0.2,14.3376,0.1-0.4%
Second Class,Consumer,Indiana,Central,Technology,Phones,135.72,0,35.2872,0%
Second Class,Consumer,Indiana,Central,Office Supplies,Binders,12.56,0,5.652,0%
Second Class,Consumer,Indiana,Central,Technology,Phones,263.96,0,71.2692,0%
First Class,Consumer,Texas,Central,Office Supplies,Art,5.952,0.2,0.372,0.1-0.4%
Same Day,Corporate,Pennsylvania,East,Office Supplies,Fasteners,15.8,0.2,2.37,0.1-0.4%
Same Day,Corporate,Pennsylvania,East,Furniture,Furnishings,14.368,0.2,3.9512,0.1-0.4%
Same Day,Corporate,Pennsylvania,East,Furniture,Furnishings,70.448,0.2,12.3284,0.1-0.4%
Same Day,Consumer,California,West,Office Supplies,Storage,129.3,0,6.465,0%
Second Class,Home Office,Texas,Central,Office Supplies,Binders,3.882,0.8,-5.823,0.5-0.8%
Standard Class,Corporate,Michigan,Central,Office Supplies,Fasteners,6.08,0,3.04,0%
First Class,Consumer,New York,East,Office Supplies,Appliances,19.9,0,8.955,0%
First Class,Consumer,New York,East,Furniture,Furnishings,70.71,0,4.9497,0%
Second Class,Consumer,Georgia,South,Furniture,Furnishings,18.84,0,7.9128,0%
Standard Class,Consumer,Minnesota,Central,Office Supplies,Art,8.64,0,2.5056,0%
Standard Class,Home Office,North Carolina,South,Office Supplies,Binders,1633.188,0.7,-1306.5504,0.5-0.8%
Standard Class,Home Office,Michigan,Central,Furniture,Furnishings,19.76,0,8.2992,0%
Same Day,Consumer,California,West,Office Supplies,Binders,6.608,0.2,2.2302,0.1-0.4%
Same Day,Consumer,California,West,Office Supplies,Binders,7.28,0.2,2.73,0.1-0.4%
Same Day,Consumer,California,West,Furniture,Chairs,144.784,0.2,10.8588,0.1-0.4%
Standard Class,Consumer,Washington,West,Technology,Phones,156.792,0.2,13.7193,0.1-0.4%
Standard Class,Consumer,Washington,West,Technology,Phones,431.976,0.2,26.9985,0.1-0.4%
Standard Class,Consumer,Washington,West,Office Supplies,Envelopes,35.89,0,16.1505,0%
Standard Class,Consumer,Washington,West,Office Supplies,Binders,47.208,0.2,15.3426,0.1-0.4%
Standard Class,Consumer,Washington,West,Office Supplies,Paper,248.08,0,116.5976,0%
Standard Class,Consumer,Washington,West,Office Supplies,Paper,189.7,0,89.159,0%
Standard Class,Consumer,Washington,West,Office Supplies,Binders,59.808,0.2,19.4376,0.1-0.4%
Standard Class,Corporate,Wisconsin,Central,Furniture,Chairs,90.99,0,14.5584,0%
Standard Class,Corporate,Wisconsin,Central,Furniture,Chairs,1526.56,0,427.4368,0%
Standard Class,Corporate,Wisconsin,Central,Furniture,Chairs,368.97,0,40.5867,0%
Standard Class,Consumer,California,West,Office Supplies,Storage,305.01,0,76.2525,0%
Standard Class,Consumer,California,West,Furniture,Furnishings,18.7,0,7.106,0%
First Class,Consumer,California,West,Furniture,Furnishings,38.29,0,16.4647,0%
Standard Class,Home Office,California,West,Furniture,Furnishings,26.25,0,11.025,0%
Standard Class,Home Office,California,West,Office Supplies,Binders,64.96,0.2,22.736,0.1-0.4%
Standard Class,Home Office,California,West,Office Supplies,Envelopes,43.7,0,20.539,0%
Same Day,Home Office,Arizona,West,Technology,Accessories,41.6,0.2,13,0.1-0.4%
Same Day,Home Office,Arizona,West,Office Supplies,Paper,23.12,0.2,8.381,0.1-0.4%
Same Day,Home Office,Arizona,West,Furniture,Chairs,113.888,0.2,9.9652,0.1-0.4%
Same Day,Home Office,Arizona,West,Furniture,Furnishings,113.568,0.2,-5.6784,0.1-0.4%
Same Day,Home Office,Arizona,West,Technology,Phones,7.92,0.2,0.693,0.1-0.4%
Same Day,Home Office,Arizona,West,Technology,Phones,671.984,0.2,50.3988,0.1-0.4%
Standard Class,Corporate,New York,East,Technology,Phones,39.99,0,11.5971,0%
Standard Class,Home Office,New York,East,Furniture,Chairs,191.646,0.1,31.941,0.1-0.4%
Standard Class,Consumer,Ohio,East,Office Supplies,Binders,2.313,0.7,-1.9275,0.5-0.8%
Standard Class,Consumer,California,West,Office Supplies,Binders,19.936,0.2,7.2268,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Fasteners,45.92,0,21.5824,0%
Standard Class,Home Office,Washington,West,Office Supplies,Paper,20.34,0,9.3564,0%
Standard Class,Home Office,Washington,West,Office Supplies,Labels,39.28,0,19.2472,0%
Second Class,Corporate,California,West,Furniture,Chairs,81.568,0.2,9.1764,0.1-0.4%
Second Class,Corporate,California,West,Furniture,Chairs,97.184,0.2,6.074,0.1-0.4%
Second Class,Corporate,California,West,Office Supplies,Binders,24.32,0.2,8.208,0.1-0.4%
Second Class,Corporate,California,West,Furniture,Furnishings,18.96,0,7.584,0%
Standard Class,Consumer,Illinois,Central,Furniture,Furnishings,32.952,0.6,-19.7712,0.5-0.8%
Standard Class,Consumer,Illinois,Central,Office Supplies,Storage,30.016,0.2,3.0016,0.1-0.4%
Second Class,Consumer,North Carolina,South,Office Supplies,Appliances,499.584,0.2,43.7136,0.1-0.4%
Second Class,Consumer,North Carolina,South,Office Supplies,Paper,31.104,0.2,10.8864,0.1-0.4%
Second Class,Consumer,North Carolina,South,Office Supplies,Binders,13.272,0.7,-10.6176,0.5-0.8%
Second Class,Consumer,North Carolina,South,Furniture,Furnishings,28.272,0.2,6.3612,0.1-0.4%
Second Class,Consumer,North Carolina,South,Office Supplies,Storage,259.136,0.2,-51.8272,0.1-0.4%
